Rep,Model,Trait,Component,MeanVar,DIC,runtime_sec
1,9,GY,GAK,18080.243745487754,6911.372010547514,123.31302380561829
1,9,GY,PAK,96.51802731770248,6911.372010547514,123.31302380561829
1,9,GY,GAKE,241.809025297361,6911.372010547514,123.31302380561829
1,9,GY,PAKE,60.9489431692809,6911.372010547514,123.31302380561829
2,1,GY,Residual,42.56306171179858,6850.404739955538,85.15410017967224
2,1,GY,E,1213.1666992433775,6850.404739955538,85.15410017967224
2,1,GY,G,184.60932425168605,6850.404739955538,85.15410017967224
2,1,GY,GE,26.12908872936827,6850.404739955538,85.15410017967224
2,10,GY,Residual,40.92073615158859,6844.619556986136,65.36251592636108
2,10,GY,E,1217.659211930441,6844.619556986136,65.36251592636108
2,10,GY,W,1.4730547228904707,6844.619556986136,65.36251592636108
2,10,GY,G,167.76905020892931,6844.619556986136,65.36251592636108
2,10,GY,GE,18.96858818010595,6844.619556986136,65.36251592636108
2,10,GY,GW,52.45211864516194,6844.619556986136,65.36251592636108
2,11,GY,Residual,51.06544685589535,6964.828264744593,66.98094701766968
2,11,GY,E,1168.8511742489352,6964.828264744593,66.98094701766968
2,11,GY,W,1.4116605028150186,6964.828264744593,66.98094701766968
2,11,GY,P,138773722.55580774,6964.828264744593,66.98094701766968
2,11,GY,PE,138.41217579966417,6964.828264744593,66.98094701766968
2,11,GY,PW,368.41522790690067,6964.828264744593,66.98094701766968
2,12,GY,Residual,41.00258309188232,6817.7506175357175,132.86875104904175
2,12,GY,E,1268.0345944832543,6817.7506175357175,132.86875104904175
2,12,GY,W,0.9313663207398759,6817.7506175357175,132.86875104904175
2,12,GY,G,168.12960296684383,6817.7506175357175,132.86875104904175
2,12,GY,P,190.60489003388753,6817.7506175357175,132.86875104904175
2,12,GY,GE,14.473730920977301,6817.7506175357175,132.86875104904175
2,12,GY,PE,99.16249289638489,6817.7506175357175,132.86875104904175
2,12,GY,GW,43.89680684158503,6817.7506175357175,132.86875104904175
2,12,GY,PW,200.74000111015593,6817.7506175357175,132.86875104904175
2,13,GY,Residual,44.86822385812845,6823.843459285028,45.24858593940735
2,13,GY,E,1031.8211162894,6823.843459285028,45.24858593940735
2,13,GY,W,1.667459027752699,6823.843459285028,45.24858593940735
2,13,GY,GGK,1047.3293996463315,6823.843459285028,45.24858593940735
2,13,GY,GGKE,51.36059984047431,6823.843459285028,45.24858593940735
2,13,GY,GGKW,134.16735707913983,6823.843459285028,45.24858593940735
2,14,GY,Residual,191.04744504411636,8349.473561378993,71.18210291862488
2,14,GY,E,1245.5829058044565,8349.473561378993,71.18210291862488
2,14,GY,W,1.4788759660971464,8349.473561378993,71.18210291862488
2,14,GY,PGK,100.65803657895366,8349.473561378993,71.18210291862488
2,14,GY,PGKE,46.46927503770154,8349.473561378993,71.18210291862488
2,14,GY,PGKW,108.38109274297494,8349.473561378993,71.18210291862488
2,15,GY,Residual,40.06671270006924,6898.923775630247,103.4711217880249
2,15,GY,E,955.3325527764111,6898.923775630247,103.4711217880249
2,15,GY,W,0.9571540004543995,6898.923775630247,103.4711217880249
2,15,GY,GGK,954.7110377567514,6898.923775630247,103.4711217880249
2,15,GY,PGK,14.846718567874923,6898.923775630247,103.4711217880249
2,15,GY,GGKE,35.38221802555014,6898.923775630247,103.4711217880249
2,15,GY,PGKE,13.446592810516936,6898.923775630247,103.4711217880249
2,15,GY,GGKW,104.06151439815302,6898.923775630247,103.4711217880249
2,15,GY,PGKW,28.800491940303722,6898.923775630247,103.4711217880249
2,16,GY,Residual,47.873961375608964,6855.171710338343,47.313244104385376
2,16,GY,E,1583.0371375999698,6855.171710338343,47.313244104385376
2,16,GY,W,1.4615495309640216,6855.171710338343,47.313244104385376
2,16,GY,GAK,18051.505237725316,6855.171710338343,47.313244104385376
2,16,GY,GAKE,185.727477356582,6855.171710338343,47.313244104385376
2,16,GY,GAKW,1541.0854112337377,6855.171710338343,47.313244104385376
2,17,GY,Residual,258.30231140631474,8388.495050970007,65.86941504478455
2,17,GY,E,1310.4432995629084,8388.495050970007,65.86941504478455
2,17,GY,W,1.4839477311574536,8388.495050970007,65.86941504478455
2,17,GY,PAK,6464.342601072249,8388.495050970007,65.86941504478455
2,17,GY,PAKE,65.27491278076636,8388.495050970007,65.86941504478455
2,17,GY,PAKW,197.3390499659948,8388.495050970007,65.86941504478455
2,18,GY,Residual,47.35792581904726,6854.217996586144,93.35206818580627
2,18,GY,E,749.067540694407,6854.217996586144,93.35206818580627
2,18,GY,W,0.924955200330529,6854.217996586144,93.35206818580627
2,18,GY,GAK,17752.83319214933,6854.217996586144,93.35206818580627
2,18,GY,PAK,75.78690226626091,6854.217996586144,93.35206818580627
2,18,GY,GAKE,113.26415529460171,6854.217996586144,93.35206818580627
2,18,GY,PAKE,52.658359179170446,6854.217996586144,93.35206818580627
2,18,GY,GAKW,1277.6891487086693,6854.217996586144,93.35206818580627
2,18,GY,PAKW,95.18757716245415,6854.217996586144,93.35206818580627
2,2,GY,Residual,50.163425150254724,6960.8709686549955,93.83140897750854
2,2,GY,E,1318.5312595643388,6960.8709686549955,93.83140897750854
2,2,GY,P,141160766.22749782,6960.8709686549955,93.83140897750854
2,2,GY,PE,179.59333427716527,6960.8709686549955,93.83140897750854
2,3,GY,Residual,46.64988214427479,6856.0687261482,61.729702949523926
